Date,WTI - D,non-OPEC production - D,OPEC production - D,Saudi Prod - D,OECD Inventory - D,Futures Spread - D,Wheat - D,Copper - D,Corn - D,3 Month D,1 Yr D,5 Yr D,10 Yr D,US Dollar D
2014-08-01,-6.604658385,2.38,0.01,-0.1,35.69,4.7,-9.391903889,-14.40896968,-5.812435638,-0.01,0.00,0.06,0.00,1.29
2014-09-01,-3.032337662,2.38,0.09,-0.1,35.69,4.7,-17.98689968,24.90394655,-13.34769932,0.00,0.00,-0.21,-0.22,3.19
2014-10-01,-8.949090909,2.77,0.01,0.1,144.65,13.18,-0.446173095,-0.563242243,0.243707993,0.00,0.02,-0.02,-0.11,0.94
2014-11-01,-8.6985,2.77,-0.11,-0.1,144.65,13.18,5.262989902,-11.28950183,15.3304458,0.01,0.08,0.11,0.02,1.48
2014-12-01,-16.60193478,2.77,0.39,0,144.65,13.18,18.87091843,-2.752876682,0.004411004,0.00,-0.03,-0.32,-0.40,1.91
2015-01-01,-11.49592885,2.42,-0.22,0,208.81,18.82,-21.83742917,-5.143678482,-3.91807466,-0.01,0.04,0.15,0.17,4.53
2015-02-01,3.113863636,2.42,-0.04,0.1,208.81,18.82,-11.27933873,-2.669883136,-1.036005639,0.01,0.04,0.12,0.17,0.45
2015-03-01,-2.933863636,2.42,0.81,0.4,208.81,18.82,0.949357895,-4.9761468,0.534955639,0.00,-0.02,-0.16,-0.11,3.11
2015-04-01,6.42,1.58,0.1,0,225.6,10.87,-6.760198413,2.873524357,-2.142244388,-0.01,0.00,0.11,0.16,-3.76
2015-05-01,5.058744589,1.58,0.37,0.2,225.6,10.87,-2.714657087,17.52423965,-5.801187577,0.00,0.05,0.22,0.27,2.31
2015-06-01,0.542164502,1.58,0.51,0.15,225.6,10.87,6.6188705,-25.3249192,0.46347125,0.02,0.01,-0.12,-0.14,-1.42
2015-07-01,-8.642806324,1.4,-0.01,-0.09,230.51,8.9,-0.617961667,-23.46785125,12.79466964,0.04,0.09,-0.02,-0.06,1.88
2015-08-01,-8.298405797,1.4,-0.16,-0.11,230.51,8.9,-25.69988841,3.865246364,-16.86783121,-0.05,-0.02,-0.12,-0.09,-1.42
2015-09-01,2.618030303,1.4,0.2,0,230.51,8.9,-9.448371429,-8.337479564,3.33692483,-0.01,-0.11,-0.10,-0.10,0.40
2015-10-01,0.715,0.43,-0.24,-0.05,282.73,0.47,1.382261746,4.233041257,5.370949235,0.10,0.18,0.19,0.07,0.60
2015-11-01,-3.543982684,0.43,0.09,-0.1,282.73,0.47,-7.647102957,-0.110978281,-5.356149154,0.10,0.19,0.11,0.10,3.22
2015-12-01,-5.411076605,0.43,0.07,0,282.73,0.47,6.089076053,-3.074867526,-2.088022274,0.01,-0.13,-0.25,-0.26,-1.54
2016-01-01,-5.536542443,-0.08,0.495,0.1,251.55,-3.57,0.718171667,6.805935341,-2.905524906,0.07,0.02,-0.21,-0.19,0.98
2016-02-01,-1.356190476,-0.08,-0.36,0,251.55,-3.57,-5.327831667,26.86704116,-1.382031523,-0.02,0.12,0.15,0.11,-1.40
2016-03-01,7.425341615,-0.08,0.345,0,251.55,-3.57,4.776676667,34.70967375,-0.490313214,-0.06,-0.07,-0.06,0.00,-3.62
2016-04-01,3.188944099,-0.92,0.12,0,203.66,1.46,-0.673633889,32.71680522,5.238869728,0.04,0.01,-0.02,-0.08,-1.51
2016-05-01,5.883051948,-0.92,0.4,0.1,203.66,1.46,-5.826495714,-30.82712922,4.536718027,0.01,-0.01,-0.07,-0.08,2.81
2016-06-01,1.902727273,-0.92,0.29,0.2,203.66,1.46,-0.865305397,-20.08522471,10.91061939,0.01,-0.06,-0.15,-0.21,0.25
2016-07-01,-3.856731602,-1.13,0.22,0.13,136.72,-0.96,-22.98483367,-14.41448504,-18.08969446,0.01,0.08,0.11,0.12,-0.61
2016-08-01,-0.142774327,-1.13,0.075,-0.03,136.72,-0.96,-5.810291986,2.484574,-11.6076324,-0.02,0.00,-0.01,0.00,0.49
2016-09-01,0.418142292,-1.13,0.03,-0.04,136.72,-0.96,-4.651154824,9.98641275,-1.703510722,0.03,0.06,0.09,0.12,-0.56
2016-10-01,4.717965368,-0.54,0.065,-0.01,22.42,-3.9,-0.690256024,6.91568925,4.105542347,0.10,0.04,0.24,0.27,2.99
2016-11-01,-4.262056277,-0.54,0.19,0.05,22.42,-3.9,-0.008702447,4.301200025,-1.286028333,0.08,0.16,0.42,0.43,3.05
2016-12-01,6.390454545,-0.54,0,-0.1,22.42,-3.9,0.296527836,1.282645212,1.398508946,-0.02,-0.08,-0.13,-0.17,0.89
2017-01-01,0.545909091,-0.03,-0.92,-0.52,7.71,-4.29,14.29941028,-14.77756781,7.282182304,0.03,0.03,0.06,0.09,-2.88
2017-02-01,0.841954545,-0.03,-0.18,0.02,7.71,-4.29,10.21570627,-18.23374582,2.950428948,0.25,0.23,0.21,0.18,1.61
2017-03-01,-3.816717391,-0.03,-0.085,-0.05,7.71,-4.29,-0.929942685,2.318676906,-3.983416658,0.02,-0.02,-0.28,-0.30,-0.77
2017-04-01,1.583217391,0.9,0.005,0.03,-48.15,-1.81,-8.023908719,-10.4510774,-2.438667187,0.10,0.08,0.02,0.02,-1.30
2017-05-01,-2.608434783,0.9,0.14,0.07,-48.15,-1.81,8.032622632,25.72393034,2.059767575,0.14,0.13,0.02,-0.02,-2.13
2017-06-01,-3.391837945,0.9,0.255,0.2,-48.15,-1.81,10.80597833,-20.0420908,-0.6263125,0.04,-0.04,0.01,0.02,-1.26
2017-07-01,1.506082251,1.01,-0.04,-0.05,-109.65,-3.96,17.286225,8.449453448,-0.36326125,0.00,0.06,-0.01,0.00,-2.80
2017-08-01,1.357929607,1.01,-0.035,-0.06,-109.65,-3.96,-35.48160159,4.415924673,-9.067215536,-0.04,-0.01,-0.06,-0.11,-0.19
2017-09-01,1.674451346,1.01,0.12,0.05,-109.65,-3.96,-0.637422739,3.133155977,-1.2275725,0.05,0.12,0.18,0.16,0.41
2017-10-01,1.858354978,0.98,-0.17,-0.03,-145.76,-5.94,-5.068876302,-4.255926537,1.406518929,0.15,0.16,0.07,-0.01,1.47
2017-11-01,5.145909091,0.98,-0.19,-0.05,-145.76,-5.94,4.701439635,-0.284544963,0.069789107,0.08,0.13,0.12,0.04,-1.54
2017-12-01,1.251926407,0.98,0.01,-0.05,-145.76,-5.94,9.057313833,14.36342543,0.295261607,0.03,0.03,0.10,0.07,-0.89
2018-01-01,5.594575569,1.76,0.18,0.1,-227.71,-6.34,9.284774627,10.66165882,6.82944784,0.20,0.22,0.29,0.36,-2.99
2018-02-01,-1.406956522,1.76,-0.065,-0.06,-227.71,-6.34,15.901075,-0.62551775,7.544094397,0.14,0.10,0.04,0.00,1.48
2018-03-01,0.711363636,1.76,-0.07,-0.05,-227.71,-6.34,8.62969675,-6.420007193,8.615620229,0.14,0.18,0.19,0.16,-0.64
2018-04-01,3.459112554,2.56,-0.02,0.01,-214.55,-10.73,-0.542406508,-34.89040981,3.524392517,0.03,0.02,-0.01,-0.02,1.87
2018-05-01,3.572132505,2.56,0.07,0.06,-214.55,-10.73,12.32742063,-27.39592775,3.578076446,0.12,0.15,0.08,0.06,2.15
2018-06-01,-2.369751553,2.56,0.409,0.3,-214.55,-10.73,0.375389841,4.096770402,-14.03877338,-0.03,-0.05,-0.12,-0.15,0.64
2018-07-01,3.468506494,3.48,0.142,0.06,-108.17,-2.78,3.726857619,-10.22601555,-8.586020068,0.17,0.17,0.12,0.13,-0.14
2018-08-01,-3.002667984,3.48,-0.151,-0.06,-108.17,-2.78,14.48598138,9.419251699,5.967993064,-0.02,-0.02,-0.02,-0.04,0.65
2018-09-01,2.196804348,3.48,0.005,0.1,-108.17,-2.78,-20.14763709,6.429576946,-7.577255157,0.14,0.11,0.12,0.16,0.05
2018-10-01,0.565804348,3.51,0.28,0.2,10.91,5.76,-2.682815088,8.200406475,5.420561679,-0.04,-0.08,-0.19,-0.18,1.94
2018-11-01,-14.18357708,3.51,-0.24,0.28,10.91,5.76,-6.909215789,3.295122525,0.512642616,0.02,-0.05,-0.25,-0.27,0.14
2018-12-01,-7.932489177,3.51,-0.53,-0.5,10.91,5.76,6.983445419,0.725895276,6.611672877,0.03,-0.05,-0.11,-0.09,-1.10
2019-01-01,2.722153209,2.36,-0.48,-0.45,54.56,4.06,0.309113386,-5.266366776,-0.643639059,0.10,0.07,0.05,0.06,-0.59
2019-02-01,3.628608696,2.36,0.03,0.05,54.56,4.06,-10.92824793,-4.98227075,2.810041962,0.14,0.07,0.01,0.03,0.58
2019-03-01,3.167809524,2.36,-0.54,-0.25,54.56,4.06,-13.41005699,-18.94348494,-3.334951486,-0.13,-0.18,-0.15,-0.15,1.12
2019-04-01,5.722099567,2.07,-0.02,0,115.94,6.08,-5.476556032,21.30383024,-4.667945408,-0.02,-0.08,-0.13,-0.13,0.20
2019-05-01,-3.14243083,2.07,-0.15,0.05,115.94,6.08,-0.74839373,-1.144900289,9.526767007,-0.08,-0.24,-0.27,-0.22,0.27
2019-06-01,-6.056478261,2.07,0.05,0.1,115.94,6.08,16.41606817,-10.84356692,23.98776875,-0.17,-0.12,-0.08,-0.10,-1.62
2019-07-01,2.831695652,1.51,-0.42,-0.25,72.13,-0.51,-10.82100983,7.827243184,-5.681549107,-0.06,-0.10,-0.26,-0.34,2.39
2019-08-01,-2.669604743,1.51,0.2,0.1,72.13,-0.51,-14.51374833,17.41771196,-25.85775893,-0.15,-0.06,0.00,-0.01,0.40
2019-09-01,2.018051948,1.51,-1.45,-1.35,72.13,-0.51,-2.792518667,-6.913606727,-6.254177679,-0.24,-0.17,-0.03,0.01,0.46
2019-10-01,-2.878012422,1.81,1.5,1.35,16.52,-8.12,6.650603667,1.991814738,9.923357492,-0.18,-0.12,0.02,0.01,-2.03
2019-11-01,3.131345756,1.81,-0.1,0.05,16.52,-8.12,4.307174259,2.13025975,-0.936008573,0.07,0.06,0.12,0.14,0.92
2019-12-01,2.747251082,1.81,-0.34,-0.15,16.52,-8.12,7.726376574,-11.65139043,0.697231795,-0.08,-0.08,-0.18,-0.17,-1.88
2020-01-01,-2.142944664,2.42,0.15,0.1,112.08,15.86,12.98713647,-6.092158202,4.755117883,0.05,-0.06,-0.17,-0.18,1.00
2020-02-01,-7.113282609,2.42,0.05,-0.1,112.08,15.86,-6.010674495,-9.341807364,-3.069536708,-1.17,-1.00,-0.67,-0.56,0.74
2020-03-01,-20.72422727,2.42,0.34,0.05,112.08,15.86,-1.35635114,-0.662917587,-6.565450282,-0.16,-0.16,-0.22,-0.24,0.92
2020-04-01,-13.07,-3.91,2.175,1.8,289.37,3.57,8.87176627,9.311605156,-15.16698801,-0.01,-0.02,-0.05,0.01,-0.03
2020-05-01,11.98748918,-3.91,-5.43,-3.05,289.37,3.57,-4.791549103,10.29241142,-3.022916454,0.04,0.02,0.02,0.09,-0.68
2020-06-01,9.507510823,-3.91,-1.605,-0.85,289.37,3.57,-5.232632167,3.205728761,4.053136607,-0.04,-0.04,-0.08,-0.13,-0.95
2020-07-01,2.447727273,-3.91,0.77,0.7,244.21,6.01,0.851785,34.68342825,4.545239286,-0.02,-0.01,0.00,0.05,-3.90
2020-08-01,1.614285714,-3.91,0.87,0.5,244.21,6.01,3.608355317,20.75044785,-3.194619813,0.00,-0.01,-0.01,0.00,-1.35
2020-09-01,-2.75474026,-3.91,-0.07,0.11,244.21,6.01,29.95483683,32.01044337,17.20953367,-0.01,0.00,0.06,0.10,1.75
2020-10-01,-0.08,-4.64,0.06,0,151.61,4,-0.71101381,24.06962875,20.163854,-0.01,-0.01,0.03,0.04,0.15
